student_id,name,grade_level,preferred_format,baseline_score
stu_475b1666,Bishakha Wable,Class 6,video,55
stu_342212c1,Onkar Agrawal,Class 8,video,66
stu_cdac9caf,Bakhshi Saran,Class 7,video,27
stu_b8377e8c,Andrew Chowdhury,Class 10,text,50
stu_63044446,Vanya Saini,Class 8,text,29
stu_dcf57ea0,Manan Kapadia,Class 8,text,100
stu_879beff9,Veda Hari,Class 7,video,58
stu_f4dc0dec,Dipta Raja,Class 9,text,62
stu_bbd832c9,Lavanya Venkatesh,Class 10,video,71
stu_25f90537,Januja Patil,Class 6,video,62
stu_77cf3813,Anay Seshadri,Class 9,video,66
stu_35c7511b,Ayushman Khare,Class 6,text,55
stu_f5b9f36c,Aayush Basak,Class 7,video,91
stu_dc96f120,Falguni Vyas,Class 9,video,60
stu_5bebae94,Qabil Bhatnagar,Class 7,text,76
stu_3226a682,Pooja Divan,Class 10,video,58
stu_8542dc57,Divya Magar,Class 10,video,85
stu_1c58b41d,Balhaar Sheth,Class 8,video,62
stu_ac16e9c1,Nimrat Parikh,Class 7,text,82
stu_383019bc,Gautami Chad,Class 6,text,48
stu_054778ac,Omkaar Dhar,Class 6,video,61
stu_3b6c4efb,Dalaja Keer,Class 8,video,60
stu_74615dce,Nicholas Mukherjee,Class 9,video,78
stu_e8381ac3,Faras Ray,Class 10,video,40
stu_13b3cadc,Oni Raman,Class 6,text,65
stu_9deab6a1,Bishakha Dass,Class 6,text,83
stu_edc9f7a2,Oviya Dave,Class 8,video,59
stu_5a75712b,Kiaan Panchal,Class 9,video,72
stu_11055747,Zinal Shetty,Class 7,video,51
stu_715d1612,Urmi Sunder,Class 10,video,55
stu_e07286cd,Dev Solanki,Class 10,video,54
stu_f37e679e,Aarush Sundaram,Class 6,video,52
stu_83a3d5a6,Jacob Loke,Class 7,video,24
stu_004b7403,Upma Madan,Class 10,video,68
stu_191f8b19,Gaurang Banik,Class 10,video,57
stu_ff600c99,Bimala Loke,Class 7,text,47
stu_b3a62ba1,Darpan Johal,Class 9,video,69
stu_ed89dc7b,Falan Loke,Class 8,video,54
stu_eb295b23,Kiaan Vaidya,Class 6,video,41
stu_1dc2eae4,Chanchal Kanda,Class 10,video,42
stu_fef25ac1,Harinakshi Gala,Class 7,text,68
stu_f6d40ffe,Gagan Rana,Class 7,video,61
stu_68458cf6,Januja Rattan,Class 7,text,79
stu_40213ecc,Logan Deol,Class 6,video,58
stu_9d0c4599,Aditya Chandran,Class 6,video,59
stu_370bfac3,Frado Dixit,Class 7,video,70
stu_99a3cd43,Rudra Gill,Class 9,video,66
stu_4e74e594,Krishna Patla,Class 8,video,78
stu_5913172f,Hredhaan Nanda,Class 6,video,81
stu_fa1929e8,Maanav Sahni,Class 6,video,89
stu_ff505aa7,Arjun Nayak,Class 6,text,65
stu_39d2efad,Yachana Chander,Class 10,video,78
stu_3e721f76,Zansi Vaidya,Class 10,video,69
stu_964611e8,Vanya Hegde,Class 10,text,83
stu_c5273c31,Rudra Sahni,Class 10,video,80
stu_19b3967b,Pushti Sengupta,Class 10,video,73
stu_752fdb21,Frederick Krishnamurthy,Class 7,text,76
stu_c44dcf52,Harinakshi Patla,Class 8,video,64
stu_90f6a0de,Bhavika Nazareth,Class 9,video,68
stu_324a3bc8,Nirja Mangat,Class 9,text,72
stu_ab294a3f,Bakhshi Pathak,Class 9,video,79
stu_13abdd6f,Hemang Andra,Class 9,text,83
stu_b32310a3,Udant Hora,Class 6,text,77
stu_6749182f,Aashi Kade,Class 9,video,40
stu_e9d90113,Ati Om,Class 6,text,51
stu_1891df4e,Abhimanyu Mukhopadhyay,Class 6,video,64
stu_3cfd8ba2,Krishna Ramachandran,Class 9,text,93
stu_eaead51f,Turvi Magar,Class 9,video,65
stu_60d0a7d1,Advika Ravel,Class 8,text,64
stu_ed6b4afc,Benjamin Sule,Class 8,text,79
stu_d1ebaf2e,Lucky Shroff,Class 10,video,45
stu_e3baefc2,Sai Anne,Class 6,video,86
stu_2dd71367,Nicholas Vala,Class 10,text,44
stu_323590d0,Elijah Devi,Class 6,video,86
stu_038002b3,Upadhriti Bir,Class 6,video,55
stu_215d8439,Frado Savant,Class 7,video,90
stu_a078ca5d,Mitesh Sane,Class 6,video,67
stu_15edeae9,Nitesh Setty,Class 8,video,78
stu_a8f15847,Vrishti Batra,Class 8,text,46
stu_6bd2fa34,Christopher Krish,Class 6,text,100
stu_eaa1173b,Anthony Yadav,Class 9,text,88
stu_f7bbe8ea,Anirudh Krish,Class 10,video,41
stu_84552f62,Abha Nagarajan,Class 9,video,92
stu_1029fdea,Vanya Date,Class 9,video,56
stu_5a2b3f2a,Nakul Sarraf,Class 8,video,72
stu_f5868347,Laksh Vohra,Class 8,video,38
stu_b7f7e3d2,Baljiwan Sampath,Class 10,text,70
stu_7457ca19,Darsh Zachariah,Class 7,text,73
stu_e5b91568,Ekaraj Saran,Class 6,video,69
stu_824610dd,Jai Din,Class 10,text,83
stu_38811a2a,Devika Sethi,Class 6,video,60
stu_fad2eb82,Dakshesh Kashyap,Class 9,video,68
stu_a7203776,Riya Wadhwa,Class 8,video,77
stu_1ddecaae,Adya Merchant,Class 8,text,66
stu_bdf28f3b,Kevin Bail,Class 6,video,51
stu_e80b11d8,Bhavya Sule,Class 10,text,78
stu_5c5e2856,Vaishnavi Choudhary,Class 9,text,41
stu_18568894,Hritik Biswas,Class 6,video,40
stu_1ce99871,Osha Pant,Class 9,video,66
stu_00269f26,Girish Rau,Class 9,video,70
stu_58b89b9a,Arjun Kari,Class 7,text,70
stu_007fb802,Sai Mani,Class 10,video,54
stu_2e0d48d5,Aashi Bhavsar,Class 7,video,48
stu_55b352b8,Xiti Dhar,Class 8,video,44
stu_f45b89a5,Yamini Bassi,Class 7,video,69
stu_a0c188b2,Ria Virk,Class 8,text,61
stu_fc728044,Veer Mody,Class 8,video,68
stu_2197d748,Ladli Ganguly,Class 8,text,71
stu_94263522,Andrew Mahal,Class 8,video,88
stu_a29a004a,Gavin Sha,Class 10,video,98
stu_c2fc79ef,Patrick Narula,Class 7,video,89
stu_da99a78e,Avni Ramesh,Class 10,video,47
stu_a6572dec,Yuvraj Prabhu,Class 10,video,55
stu_4e51370a,Isaiah Balan,Class 9,video,83
stu_f605e6b7,Wyatt Varghese,Class 7,text,66
stu_afa50e89,Ethan Guha,Class 7,text,55
stu_072d7e52,Anmol Ravi,Class 9,video,50
stu_5db65dd1,Vrinda Varkey,Class 6,video,66
stu_b1c827eb,Dalaja Dhar,Class 9,text,86
stu_761b463d,Krisha Arora,Class 10,video,50
stu_34283ed6,Zaitra Sridhar,Class 10,text,92
stu_2fa87705,Inaya Nagar,Class 8,video,63
stu_becf1fb8,Wishi Nayar,Class 9,video,89
stu_47cab284,Tanveer Dey,Class 7,video,85
stu_98c5c39e,Gautam Keer,Class 9,video,58
stu_33ec50f3,Amol Bhattacharyya,Class 10,video,68
stu_88d9a34f,Agastya Bir,Class 9,text,53
stu_c464cf8a,Diya Kaul,Class 9,video,41
stu_01719bf3,Januja Chacko,Class 6,text,45
stu_5370ed75,Yashoda Kaur,Class 7,video,70
stu_bd33ca1b,Vincent Deshmukh,Class 10,text,80
stu_3a63657b,Jagat Lal,Class 7,video,60
stu_71f44d22,Theodore More,Class 9,text,79
stu_4bf66db2,Chandresh Dani,Class 6,video,64
stu_e4aebb3c,Charita Nadig,Class 8,video,61
stu_a596e245,Avi Chaudry,Class 9,video,58
stu_34945ef1,Gaurangi Aurora,Class 7,text,61
stu_7eac5526,Fitan Solanki,Class 9,video,65
stu_959a0eba,Yasti Edwin,Class 7,video,84
stu_dd4b1340,Dalbir Chokshi,Class 7,text,80
stu_61dcd4ec,Ekiya Basu,Class 8,video,72
stu_0c58df40,Darsh Dugar,Class 10,video,77
stu_62bdf6e7,Yutika Issac,Class 9,video,55
stu_7ba8f6c9,Anirudh Hegde,Class 8,video,79
stu_f411436b,Yashawini Bath,Class 7,video,79
stu_e00e2896,Yug Hayre,Class 7,text,66
stu_c3fcaeba,Ganga Bose,Class 6,text,61
stu_ed0b94ed,Urvi Tandon,Class 9,video,100
stu_4114b479,Vedant Guha,Class 7,video,76
stu_e4647def,Karan Sawhney,Class 9,video,71
stu_208bbb0d,Wahab Brar,Class 8,video,61
stu_6390a503,Azaan Bhatt,Class 9,text,54
stu_48ec23cd,Devansh Goswami,Class 7,video,65
stu_b2ac842c,Sara Ramaswamy,Class 9,text,76
stu_eb6e73b5,Jacob Suri,Class 9,video,57
stu_0f8e9e81,Ayush Balakrishnan,Class 8,video,44
stu_e90ec604,Lekha Ratta,Class 7,video,64
stu_10807a48,Atharv Hayer,Class 9,video,88
stu_00d43bd4,Chasmum Bhandari,Class 9,video,64
stu_4df90292,Aishani Mishra,Class 10,video,48
stu_cc34621d,Yamini Palla,Class 6,video,49
stu_8493e616,Nitara Krish,Class 7,text,85
stu_05f2dad0,David Kala,Class 7,video,77
stu_8fb881cd,Advaith Subramanian,Class 7,video,65
stu_e0641ebb,Imaran Shah,Class 8,text,86
stu_6de2307d,Rushil Patel,Class 7,video,62
stu_c8516d8c,Nirja Balan,Class 8,video,74
stu_df57fb59,Barkha Chauhan,Class 9,video,63
stu_7d43cf0b,Tristan Jha,Class 6,video,57
stu_d1a0fbc0,Warhi Sachdev,Class 7,text,52
stu_41d3db80,Nihal Ghose,Class 7,video,59
stu_dc57175a,Eiravati Dara,Class 7,video,86
stu_cab5da20,Abhiram Ghosh,Class 9,video,96
stu_3e9214e9,Vedant Goswami,Class 10,video,71
stu_5be093c6,Ishanvi Tailor,Class 9,text,63
stu_c6013720,Pratyush Kaul,Class 9,text,51
stu_1ae2aead,Pushti Shah,Class 10,video,78
stu_c610a530,Nilima Bora,Class 6,video,93
stu_16efe669,Hemal Kashyap,Class 6,video,51
stu_81f2f0e0,Nicholas Korpal,Class 7,video,77
stu_868223b2,Amara Gole,Class 10,video,50
stu_c22038e9,Laban Kanda,Class 6,text,56
stu_24e7ad25,Chatura Mahal,Class 6,text,83
stu_5ff11d67,Praneel Kadakia,Class 8,video,72
stu_5e430091,Isaiah Karpe,Class 8,text,50
stu_c7bcfafb,Lekha Kapur,Class 10,video,72
stu_10d66613,Jagdish Venkataraman,Class 7,video,31
stu_79027d69,Saanvi Nanda,Class 6,video,97
stu_22869df0,Ucchal Chowdhury,Class 7,video,74
stu_f688fff1,Yug De,Class 6,video,76
stu_81355b94,Vedant Setty,Class 10,text,54
stu_90e2e1be,Pavani Sahota,Class 7,text,64
stu_18e5abbb,Dalbir Barad,Class 8,video,65
stu_85160017,Eiravati Nayak,Class 10,text,93
stu_4820415e,Ucchal Taneja,Class 9,video,51
stu_a437c32d,Ekavir Sarkar,Class 10,video,86
stu_0ee68346,Darika Borde,Class 9,video,69
stu_c6189a8a,Ishwar Mittal,Class 6,video,65
stu_ae4e0253,Chaitaly Mangal,Class 9,video,72
stu_9fd049e8,Pushti Kapoor,Class 10,video,60
stu_e9d2ecc4,Harsh Gaba,Class 6,video,75
stu_2a3724d4,Frederick Edwin,Class 9,video,67
stu_7dd77bc2,Lila Sekhon,Class 7,video,99
stu_37959372,Andrew Sharma,Class 10,text,55
stu_eaed2b6a,Azaan Babu,Class 10,video,66
stu_91f66a59,Krishna Chaudry,Class 6,video,83
stu_8bb58497,Abhimanyu Dhar,Class 8,text,76
stu_db5aa350,Tristan Iyer,Class 9,video,100
stu_e24265b8,Gayathri Pandya,Class 8,text,61
stu_ba6ffeaf,Nandini Deep,Class 10,video,82
stu_d8f50f29,Ekani Chand,Class 7,text,31
stu_7441988f,Mitali Mammen,Class 7,text,45
stu_2fe92f2b,Abha Andra,Class 9,video,50
stu_9a1ba246,Maya Cherian,Class 9,video,62
stu_26eae6f9,Advika Gulati,Class 6,video,70
stu_fd785bda,Tamanna Parekh,Class 9,video,76
stu_49a98149,Wyatt Johal,Class 8,video,69
stu_ce6d3858,Bhavani Bava,Class 8,video,64
stu_0c56ef8c,Chatresh Reddy,Class 9,text,74
stu_b17653c2,Upma Kara,Class 9,video,70
stu_9f606ed0,Yagnesh Dhingra,Class 10,video,90
stu_83f4eb5b,Nirja Sinha,Class 9,video,69
stu_792c2d4a,Krisha Shetty,Class 8,video,78
stu_7605f86b,Advaith Saha,Class 7,video,93
stu_df1c341b,Raagini Mishra,Class 10,video,72
stu_e9afd496,Sanya Amble,Class 8,video,79
stu_74390b1c,Zaitra Hora,Class 9,video,56
stu_db3bf4f5,Radha Oommen,Class 6,video,98
stu_db86f8c7,Anya Mani,Class 7,video,84
stu_c03dd963,Widisha Mohanty,Class 8,video,61
stu_b4d42a2e,Jatin Mody,Class 8,text,73
stu_66d4e355,Samesh Mand,Class 7,video,80
stu_d1507f4e,Raagini Ganesh,Class 8,video,69
stu_134758e2,Ekanta Keer,Class 6,video,40
stu_6394dfa6,Ethan Din,Class 6,video,70
stu_2ecc8acc,Odika Biswas,Class 9,video,75
stu_e461414d,Barkha Dugar,Class 10,text,90
stu_d4f88007,Bishakha Nagi,Class 7,video,93
stu_f72b9ee9,Champak Kaul,Class 9,text,70
stu_69b2e3d0,Tanvi Talwar,Class 9,video,70
stu_b67bc886,Janani Saha,Class 7,video,64
stu_f7954015,Amruta Chand,Class 7,video,80
stu_dbb5b260,Wahab Tank,Class 7,video,56
stu_a7618854,Madhavi Dar,Class 6,video,74
stu_8c687fd1,Arjun Nigam,Class 6,text,55
stu_765fcb31,Liam Badami,Class 7,video,59
stu_9306fdbc,Vritti Gopal,Class 6,video,71
stu_2257f171,Vaishnavi Mann,Class 8,video,70
stu_d5e1a934,Devansh Sawhney,Class 9,text,81
stu_ec66c403,Nachiket Ramaswamy,Class 8,video,44
stu_75690aab,Netra Dugal,Class 8,video,68
stu_b60da326,Balhaar Rajan,Class 10,text,80
stu_e97c025e,Orinder Murthy,Class 8,text,61
stu_049f2d2a,Faris Krishnamurthy,Class 10,text,85
stu_ef0b15eb,Tejas Bera,Class 6,video,64
stu_b6c74e70,Oeshi Chawla,Class 6,video,66
stu_a68e1950,Gaurav Garde,Class 7,text,63
stu_8d76608d,Laksh Mody,Class 9,video,83
stu_e352fd2e,Baljiwan Devi,Class 9,text,72
stu_6ed32a1b,Inaya Sachar,Class 10,video,56
stu_9ec25c85,Ranbir Ratti,Class 6,video,96
stu_5fc0ab80,Ira Rout,Class 10,video,56
stu_e10e6d84,Pallavi Saha,Class 10,video,57
stu_083cf41a,Yamini Lal,Class 10,video,79
stu_79637503,Andrew Vala,Class 6,video,90
stu_b24967d2,Lila Swamy,Class 10,video,56
stu_1e627c1d,Zayan Deol,Class 10,video,63
stu_df9113d1,Hredhaan Venkataraman,Class 6,text,71
stu_1e784dd9,Dominic Lall,Class 7,video,82
stu_61a614ed,Zehaan Sur,Class 6,video,79
stu_7ea67731,Abhiram Shenoy,Class 8,video,54
stu_e8eff419,Chakradev Sant,Class 6,text,79
stu_ab21899c,Rajeshri Sawhney,Class 7,video,84
stu_645ed525,Mugdha Sekhon,Class 7,video,62
stu_f438cb3c,Aadhya Kale,Class 8,text,36
stu_ff2753bd,Ikshita Apte,Class 6,video,75
stu_292ac1b1,David Ravi,Class 7,video,64
stu_24ebeaac,Harsh Pandit,Class 10,video,73
stu_49b2bbf6,Bachittar Das,Class 7,video,78
stu_8dede217,Devika Chhabra,Class 8,video,65
stu_1ecfddea,Vasatika Dar,Class 7,video,89
stu_035b3c1a,Sai Ghose,Class 8,video,76
stu_8004d460,Rayaan Sarkar,Class 9,video,59
stu_40085410,Varenya Kothari,Class 6,video,42
stu_d0104f65,Kashish Sarraf,Class 10,video,67
stu_f7ddd58f,Aradhana Majumdar,Class 9,text,69
stu_9084c957,Zashil Sule,Class 9,text,84
stu_a020130d,Yachana Vig,Class 6,video,55
stu_ecdda9d6,Ishaan Dhingra,Class 9,video,59
stu_e1b04927,Osha Chhabra,Class 7,video,71
stu_7a226cc0,Wazir Bedi,Class 8,text,73
stu_7cbea5e6,Laksh Som,Class 8,video,57
stu_a5c4c087,Reyansh Uppal,Class 8,video,84
stu_f54f144a,Caleb Pall,Class 8,text,92
stu_c674c9a8,Balvan Srinivas,Class 8,video,97
stu_185381e5,Alexander Kari,Class 9,video,31
stu_dfd7ac10,Ridhi Goswami,Class 9,video,70
stu_6911c78a,Inaya Dayal,Class 7,video,55
stu_982e6fe8,Kala Sampath,Class 8,video,68
stu_0caf139a,Zilmil Buch,Class 6,video,50
stu_58cbe6fd,Bahadurjit Apte,Class 8,video,73
stu_7756d811,Gopal Raghavan,Class 8,text,67
stu_5cd87548,Ayush Bora,Class 6,text,72
stu_4c5b588c,Oliver Krish,Class 6,video,61
stu_b86f27f9,Ishanvi Narayan,Class 7,text,90
stu_46254da6,Aadhya Garde,Class 7,video,47
stu_eabc7815,Ishwar Sur,Class 10,video,84
stu_2ea101a9,Krishna Ganesan,Class 9,video,70
stu_78d1feb2,Ronith Thaker,Class 9,text,38
stu_2770c4ca,Eta Wadhwa,Class 6,video,77
stu_d3364171,Gabriel Khatri,Class 7,text,86
stu_df382ca9,Kashish Balasubramanian,Class 10,video,69
stu_f0f4798f,Siya Dhar,Class 7,video,91
stu_d96e21df,Arin Dube,Class 10,video,64
stu_25edee92,Wridesh Borra,Class 10,video,84
stu_98b3296f,Qabil Kala,Class 6,text,86
stu_a68e6bd8,Daniel Sethi,Class 6,video,72
stu_e34d8ade,Gauri Das,Class 6,text,75
stu_0cc3076d,Vasana Din,Class 9,video,64
stu_d61943a8,Kashish Jani,Class 9,text,56
stu_dd6b8bbc,Oeshi Deep,Class 6,video,33
stu_55b3a14c,Charan Korpal,Class 8,video,65
stu_84fdaeb4,Vasana Chandra,Class 6,text,82
stu_0bc3d49b,Banjeet Guha,Class 8,text,63
stu_2656d481,Adweta Narayanan,Class 10,text,70
stu_57ebf4ba,Triveni Bakshi,Class 8,text,68
stu_bc5cfddc,Atharv Comar,Class 8,video,47
stu_34467a65,Eta Cherian,Class 9,video,65
stu_b9c09729,Turvi Thakur,Class 8,video,86
stu_233bae7e,Ekani Bera,Class 9,video,85
stu_23b3b524,Nakul Khatri,Class 9,text,64
stu_a620bb35,Ekaraj Narang,Class 10,video,77
stu_4a1cf3ef,Nandini Sarkar,Class 9,video,71
stu_e0f423b9,Yatin Bahl,Class 8,text,72
stu_cd6aac37,Damyanti Prashad,Class 10,video,57
stu_230e5ed1,Ishwar Sharaf,Class 10,video,69
stu_49e05ee3,Pranit Kapadia,Class 7,text,61
stu_297dfbec,Bhavna Kadakia,Class 8,video,54
stu_c8e07d07,Warjas Koshy,Class 10,video,88
stu_22f79caf,Gunbir Trivedi,Class 8,text,67
stu_65f976bb,Aachal Apte,Class 9,text,67
stu_5705c675,Gauri Gala,Class 10,text,81
stu_60fab96e,Manan Gandhi,Class 6,video,70
stu_7bb1fef6,Eshana Kakar,Class 7,text,64
stu_24214cf5,Wishi Wali,Class 9,text,42
stu_8e735cbe,Garima Varkey,Class 9,video,58
stu_d60e415a,Niharika Wali,Class 8,text,73
stu_65b4aa0b,Arin Hans,Class 6,video,56
stu_4d6ddfaa,Ronith Rajan,Class 7,text,83
stu_641019dc,Raghav Pillay,Class 8,video,67
stu_fca1d828,Chaitaly Aggarwal,Class 7,video,43
stu_4c3bd213,Mahika Jain,Class 8,video,35
stu_a0c0eef1,Samaksh Mahajan,Class 10,video,33
stu_5ba69f62,Yachana Mani,Class 8,video,53
stu_b3027911,Priya Patel,Class 10,video,79
stu_3ff9cb62,Imaran Sundaram,Class 7,video,94
stu_f28182f0,Abdul Panchal,Class 8,video,53
stu_f003c161,Kashish Desai,Class 7,video,76
stu_0ae32f55,Zarna Dara,Class 9,video,54
stu_de8185d6,Daksha Mukherjee,Class 8,video,99
stu_40ef2169,Aradhana Gade,Class 9,video,74
stu_375d1d89,Gaurangi Kumer,Class 10,video,72
stu_9eef880f,Samuel Zacharia,Class 6,video,37
stu_8174773d,Aachal Chatterjee,Class 10,video,65
stu_8f049927,Kritika Bhakta,Class 9,text,95
stu_c1cff838,Madhavi Mani,Class 9,video,73
stu_dbcc127c,Falan Mukherjee,Class 8,text,56
stu_6458b8e8,Shravya Chana,Class 9,text,42
stu_7e7ecdcb,Ganga Konda,Class 10,text,44
stu_fbb51339,Omya Deo,Class 7,text,78
stu_b82d05c4,Eesha Bora,Class 10,video,53
stu_3f9dcb2e,Amrita Naik,Class 7,text,48
stu_80235ec8,Netra Keer,Class 7,video,68
stu_7600c544,Yashasvi Radhakrishnan,Class 6,video,42
stu_d05b5258,Siddharth Murthy,Class 10,video,43
stu_11ba5493,Sanaya Shroff,Class 7,video,52
stu_2c0bdac5,Darpan Prakash,Class 10,video,48
stu_a13063ea,Orinder Nagar,Class 10,video,59
stu_727b40e1,Zilmil Kale,Class 6,video,78
stu_5ec5f847,Qadim Kumer,Class 10,video,75
stu_8aeea574,Raksha Basu,Class 10,video,63
stu_7e153c45,Indrajit Dubey,Class 8,video,48
stu_079abaaf,Kamya Grover,Class 8,video,84
stu_0fc48d12,Ridhi Kamdar,Class 10,video,85
stu_c45f089a,Shivani Golla,Class 6,video,63
stu_a289ac26,Krish Pandey,Class 8,video,82
stu_98f48895,Hemal Kunda,Class 7,video,88
stu_7395b7b5,Chakradhar Prasad,Class 9,video,73
stu_b579fbd7,Mahika Gokhale,Class 8,video,62
stu_2e549963,Urvi Sampath,Class 7,video,99
stu_746698ca,Neha Chana,Class 10,text,64
stu_29fd7b6f,Shivani Rastogi,Class 9,text,58
stu_171620ed,Indira Ramesh,Class 8,video,52
stu_1d6cfb02,Vaishnavi Kala,Class 10,video,74
stu_df74e02c,Advay Oommen,Class 10,video,64
stu_495a59dc,Anay Hayre,Class 9,video,81
stu_830ee68c,Sai Anand,Class 6,text,50
stu_99f78429,Irya Prakash,Class 9,text,44
stu_7f21f616,Charan Dhar,Class 8,video,75
stu_dd15423d,Pratyush Mukhopadhyay,Class 10,video,52
stu_8aa91b6e,Warjas Palla,Class 9,video,80
stu_4ddc5455,Samar Sarkar,Class 8,text,47
stu_0c19a64b,Upadhriti Das,Class 9,video,58
stu_0f9b782e,Isha Sanghvi,Class 7,video,73
stu_b1990541,Karan Sarin,Class 8,text,80
stu_3ed37b15,Shivansh Dhar,Class 6,text,76
stu_678c4684,Falak Bandi,Class 6,video,73
stu_f3f890e0,Jyoti Raju,Class 7,video,70
stu_99fadcfa,Mohammed Chatterjee,Class 6,video,71
stu_9f89d1f5,Anthony Raman,Class 7,video,94
stu_8e138b3e,Aarush Chauhan,Class 9,text,32
stu_53c46420,Vedant Hayre,Class 10,text,59
stu_18ae60e9,Vansha Pillai,Class 9,video,100
stu_2eeb6267,Yashoda Brar,Class 9,video,55
stu_3b684fd5,Mohini Sandhu,Class 7,text,72
stu_2370df59,Ranveer Nadkarni,Class 6,video,39
stu_c4db38f4,Ronith Ganesh,Class 6,video,67
stu_e3e1bc6f,Jeremiah Palan,Class 8,text,86
stu_ee3ae167,Tarak Ahuja,Class 8,video,50
stu_3d7ff2c6,Jason Singhal,Class 10,video,78
stu_024f9b61,Bhavani Ramanathan,Class 8,video,73
stu_71c75424,Ekalinga Kakar,Class 7,text,58
stu_5ecf2489,Mekhala Nagarajan,Class 9,video,52
stu_b1671576,Gautam Nazareth,Class 7,video,73
stu_2b9c97b6,Yashoda Chad,Class 9,video,66
stu_28a8e48e,Darpan Oza,Class 6,video,51
stu_f67c968c,Vasana Pillai,Class 10,video,51
stu_f8aae008,Anvi Jani,Class 8,video,98
stu_e53d6f53,Sai Mukhopadhyay,Class 10,video,71
stu_5abd95d5,Yashica Dhaliwal,Class 9,video,69
stu_82a82a1a,Nitara Bail,Class 6,text,64
stu_c89bfbbd,Lakshit Srinivas,Class 10,text,64
stu_62674d19,Sara Vala,Class 8,video,70
stu_c855b3b0,Atharv Keer,Class 6,video,60
stu_21cbb52b,Amaira Pandey,Class 6,video,56
stu_78f0046d,Anika Sama,Class 10,video,76
stu_81deb0f3,Vaishnavi Ravel,Class 7,text,77
stu_6de1a6c3,Xalak Sood,Class 10,text,71
stu_3e2f037d,Atharv Khurana,Class 7,text,89
stu_3d145768,Caleb Chaudhari,Class 10,video,67
stu_a2e2af4d,Triveni Dada,Class 7,text,65
stu_4b76db87,Forum Thaman,Class 8,video,67
stu_9d0f7116,Hiral Yadav,Class 7,video,62
stu_287f7c1e,Ayushman Deep,Class 10,text,79
stu_0325424e,Ishaan Gaba,Class 8,video,54
stu_cca3a30e,Nikita Krish,Class 10,video,63
stu_7f9dd88d,Nitara Dasgupta,Class 9,video,84
stu_d97d214b,Vasudha Dua,Class 10,video,71
stu_76c84bde,Pratyush Sama,Class 7,text,42
stu_621cd9ce,Barkha Yadav,Class 8,text,71
stu_82a8b4a2,Viraj Srivastava,Class 6,video,40
stu_fc8e9d29,Om Andra,Class 9,text,78
stu_6fccb820,Nathaniel Ramaswamy,Class 8,video,53
stu_2f759204,Avi Sagar,Class 10,text,61
stu_734e7315,Ojasvi Nath,Class 9,text,50
stu_95ae1d71,Robert Hayre,Class 7,video,62
stu_41ef6f5d,Falguni Dua,Class 10,video,93
stu_e67336e4,Vansha Nori,Class 10,text,57
stu_d80bb1ec,Inaya Sant,Class 10,video,73
stu_a8f94199,Mekhala Raj,Class 6,video,59
stu_b3ccd4a1,Reyansh Gour,Class 6,video,66
stu_55a4809c,Nakul Sridhar,Class 10,video,52
stu_2205d124,Rajeshri Basu,Class 6,video,88
stu_2626cf10,Zilmil Devan,Class 8,video,63
stu_97645f3c,Ishita Hari,Class 8,video,100
stu_27811d75,Caleb Sinha,Class 6,video,70
stu_bdfe4d51,Anay Raj,Class 8,video,64
stu_6105b5bb,Gaurika Bhalla,Class 10,text,66
stu_53bed19b,Vedhika Dara,Class 9,video,100
stu_b6ac9ed7,Tanvi Naidu,Class 6,video,63
stu_13ce347c,Patrick Manne,Class 7,video,70
stu_d91a0de5,Hardik Prashad,Class 6,video,80
stu_086e0abc,Victor Sur,Class 8,video,80
stu_79b172a6,Aishani Bir,Class 10,video,78
stu_59e18e87,Hemal More,Class 8,video,41
stu_de18b573,Panini Dutta,Class 7,video,64
stu_c54a2c08,Benjamin Nayar,Class 8,text,58
stu_0fb63181,Yachana Pau,Class 6,text,40
stu_6cbc5915,William Bahri,Class 7,text,72
stu_32fd5f16,Saanvi Nadig,Class 10,video,49
stu_e63ec165,Leela Aurora,Class 6,text,83
stu_ac173ea8,Michael Tata,Class 9,video,78
stu_f460dfe2,Gopal Kashyap,Class 7,video,77
stu_58a1faa7,Xalak Anand,Class 6,video,66
stu_b6e2205c,Veda Deep,Class 8,video,46
stu_dd22125b,Omisha Khare,Class 6,video,37
stu_aee3f068,Hredhaan Gole,Class 8,text,57
stu_24654bc1,Dhriti Sami,Class 8,text,69
stu_6b60f2bd,Tristan Mody,Class 10,text,65
stu_57ce7d57,Ladli Choudhry,Class 9,video,85
stu_08937476,Wriddhish Ghose,Class 9,text,87
stu_76b9f07b,Urishilla Badami,Class 9,text,83
stu_7ef951d1,Waida Bala,Class 9,text,72
stu_119aedc2,Dev Vyas,Class 7,video,79
stu_53206d87,Idika Wagle,Class 6,video,60
stu_051b3263,Tejas Borra,Class 9,text,47
stu_d3613b13,Brinda Madan,Class 6,text,63
stu_e84119b8,Timothy Krish,Class 9,text,70
stu_883da2c4,Vasana Manda,Class 8,video,43
stu_dcceafc1,Avni Sharaf,Class 7,text,59
stu_fdc5ddf8,Gabriel Nagy,Class 9,video,49
stu_bb58e043,Yatin Gera,Class 6,video,88
stu_f329b2e8,Manthan Kohli,Class 6,text,44
stu_d2dbe723,Niharika Rana,Class 7,video,88
stu_b2060dbc,Zayyan Puri,Class 6,video,57
stu_1f5277b1,Waida More,Class 10,video,73
stu_ebd14dbe,Sarthak Brar,Class 6,video,90
